Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
02/26/2015,13:13:00,MCP,"4th district, Wheaton",FAILURE TO ATTACH VEH. REG. PLATES AT FRONT AND REAR,GEORGIA AVE @ HEWITT AVE,39.0763316666667,-77.0696033333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,SOLARA,"BLUE, LIGHT",Citation,13-411(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0763316666667, -77.0696033333333)"
03/26/2015,14:32:00,MCP,"4th district, Wheaton",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,ARCOLA AVE @ AMHERST AVE,39.0471,-77.0498916666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,MERZ,C230,TAN,Citation,16-101(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0471, -77.0498916666667)"
02/13/2015,19:04:00,MCP,"3rd district, Silver Spring",DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE,PINEY BRANCH RD @ UNIVERSITY BLVD E,38.9984283333333,-76.9948283333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,CHEVY,TAHOE,SILVER,Citation,21-201(a2),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,CA,A - Marked Patrol,"(38.9984283333333, -76.9948283333333)"
04/21/2015,23:52:00,MCP,"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",FREDERICK RD @ SHAKESPEARE BLVD,39.198685,-77.2450083333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,CHEVY,COBALT,RED,Citation,16-303(h),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.198685, -77.2450083333333)"
04/19/2015,11:12:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,NEW HAMPSHIRE AVE @ DILSTON RD,39.011005,-76.9792283333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,INFI,CP,BLACK,Citation,13-411(a),Transportation Article,No,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(39.011005, -76.9792283333333)"
05/18/2015,12:56:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,WATKINS MILL/TAVIS,39.1652683333333,-77.2148716666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,CHEVY,MALIBU,BEIGE,Citation,16-101(a),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,FL,A - Marked Patrol,"(39.1652683333333, -77.2148716666667)"
01/22/2015,19:38:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,2355@PINE NEEDLE DR,39.2195083333333,-77.2569483333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HYUNDAI,ELANTRA,GRAY,Citation,16-303(d),Transportation Article,No,BLACK,M,HAGERSTOWN,MD,MD,A - Marked Patrol,"(39.2195083333333, -77.2569483333333)"
01/04/2015,20:06:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RT 270 N / MONTROSE RD,39.1411233333333,-76.9944083333333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2010,DODGE,DAKOTA,GRAY,Citation,13-411(f),Transportation Article,No,WHITE,M,DUMFRIES,VA,VA,A - Marked Patrol,"(39.1411233333333, -76.9944083333333)"
03/23/2015,09:11:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY BLVD EAST AT BUCKINGHAM DRIVE,39.0124033333333,-77.0026916666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHRY,2S,BLACK,Citation,21-201(a1),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.0124033333333, -77.0026916666667)"
04/01/2015,02:35:00,MCP,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,12982 MIDDLEBROOK RD,,,No,No,No,No,No,No,No,No,No,No,CA,02 - Automobile,2014,NISSAN,QUEST,SILVER,Citation,21-902(b1),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,
04/14/2015,11:40:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,BRIGGS CHANEY AND GENTRY RIDGE COURT,39.072505,-76.93921,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,TACOMA,GOLD,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.072505, -76.93921)"
02/13/2015,22:56:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,MIDCOUNTY HWY/WOODFIELD RD,39.1493783333333,-77.1725433333333,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2002,DODGE,GRAND CARAVAN,GRAY,Citation,21-405(e1),Transportation Article,No,HISPANIC,F,DERWOOD,MD,MD,A - Marked Patrol,"(39.1493783333333, -77.1725433333333)"
05/23/2015,03:26:00,MCP,"2nd district, Bethesda","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",WOODMONT AVE AT OLD GEORGETOWN RD,,,No,No,No,No,No,No,No,No,No,No,WV,02 - Automobile,1997,PLYMOUTH,BREEZE,"GREEN, DK",Citation,21-901.1(b),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,
05/01/2015,17:29:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,UNIVERSITY BLVD EAST / E WAYNE,39.005915,-76.9978666666667,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,2003,DODGE,CARAVAN,GREEN,Citation,16-112(c),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.005915, -76.9978666666667)"
07/09/2015,01:40:00,MCP,"5th district, Germantown",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,FREDERICK ROAD @ SHAKESPEARE BLVD,39.1851466666667,-77.2626783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,EXPLORE,RED,Citation,21-902(a2),Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1851466666667, -77.2626783333333)"
06/05/2015,07:18:00,MCP,"2nd district, Bethesda",DISPLAY SUSPENDED LIC.,NB RIVER RD/ BROOKSIDE DR,39.1512533333333,-77.19118,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2003,CHRY,VAN,"BLUE, DARK",Citation,16-301(e),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.1512533333333, -77.19118)"
10/09/2015,15:35:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,DORSET AVE @ WARWICK PL,38.9679516666667,-77.0946683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,NISS,ROGUE,RED,Citation,13-411(d),Transportation Article,No,WHITE,M,OLNEY,MD,MD,M - Marked (Off-Duty),"(38.9679516666667, -77.0946683333333)"
05/03/2015,10:11:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE / ARCOLA AVE,39.0455533333333,-77.0524733333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HOND,2S,BLUE,Citation,13-401(h),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0455533333333, -77.0524733333333)"
02/10/2015,09:26:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,N/B 355 @ BELLEVUE DR,39.0134633333333,-77.0988966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,JEEP,LIBERTY,SILVER,Citation,21-1124.2(d2),Transportation Article,No,WHITE,M,FREDERICK,MD,MD,A - Marked Patrol,"(39.0134633333333, -77.0988966666667)"
07/16/2015,23:30:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,RIVER ROAD AND GOLDSBORO ROAD,38.9882566666667,-77.0893816666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,CAMRY,WHITE,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,BETHESDA,MD,MD,B - Unmarked Patrol,"(38.9882566666667, -77.0893816666667)"
06/01/2015,22:55:00,MCP,"5th district, Germantown",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,118 @ CLOPPER RD,39.1627316666667,-77.2832216666667,No,No,No,Yes,No,No,No,No,No,No,CA,06 - Heavy Duty Truck,2008,FORD,F250,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,M,GERMANTOWN,MD,CA,A - Marked Patrol,"(39.1627316666667, -77.2832216666667)"
09/24/2015,19:20:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,MAC ARTHUR BLV AT 77TH ST,39.0839,-77.153655,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2010,TOYOTA,SIENA,TAN,Citation,21-902(b1),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0839, -77.153655)"
09/09/2015,09:03:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 62 MPH IN A POSTED 45 MPH ZONE,GEORGIA @ REGINA,39.0767733333333,-77.0698183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,GMC,TK,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0767733333333, -77.0698183333333)"
03/04/2016,07:13:00,MCP,"4th district, Wheaton",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE/ ARVOLA AVE,39.0471066666667,-77.0507466666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,CHEVROLET,EXPRESS,WHITE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0471066666667, -77.0507466666667)"
08/09/2015,07:43:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GEORGIA AVE @ PRINCE PHILLIP RD,39.1423433333333,-77.06734,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,DODGE,CHALLENGER,SILVER,Citation,13-411(f),Transportation Article,No,BLACK,M,BLADENSBURG,MD,MD,A - Marked Patrol,"(39.1423433333333, -77.06734)"
11/13/2015,14:51:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",16TH ST/ 2ND AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,CIVIC,"BLUE, LIGHT",Citation,21-901.1(b),Transportation Article,Yes,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
08/16/2015,04:40:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,17100 CAMPELL FARM RD/17010 SPATES HILL,39.1134033333333,-77.235325,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,PILOT,GREEN,Citation,21-902(b1),Transportation Article,Yes,BLACK,M,POOLESVILLE,MD,MD,A - Marked Patrol,"(39.1134033333333, -77.235325)"
11/13/2015,12:12:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 82 MPH IN A POSTED 55 MPH ZONE,SB 29 / RTE 198,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,DODGE,2D,BLACK,Citation,21-801.1,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,Q - Marked Laser,
10/19/2015,23:54:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,11177 NEW HAMPSHIRE AVE,,,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2004,FORD,TK,RED,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,LA,A - Marked Patrol,
11/18/2015,09:41:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE / DAWSON AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,HONDA,ACCORD,BLACK,Citation,13-409(b),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
09/23/2015,09:52:00,MCP,"3rd district, Silver Spring",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,GEORGIA AVE AND FOREST GLEN RD,39.0245166666667,-77.0468066666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,EXPLORER XLT,RED,Citation,13-703(g),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0245166666667, -77.0468066666667)"
10/05/2015,20:18:00,MCP,"5th district, Germantown",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,S/B 355 @ GAME PRESERVE RD,39.16655,-77.2290433333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,TOYOTA,COROLLA,BEIGE,Citation,16-101(a),Transportation Article,No,OTHER,M,GERMANTOWN,MD,XX,A - Marked Patrol,"(39.16655, -77.2290433333333)"
07/25/2015,10:59:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,HATHAWAY @ WELLER,39.0628533333333,-77.06444,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,INFINITI,Q40,BLACK,Citation,21-707(a),Transportation Article,No,BLACK,F,WASHINGTON,DC,MD,A - Marked Patrol,"(39.0628533333333, -77.06444)"
08/21/2015,21:15:00,MCP,"2nd district, Bethesda",OWNER KNOWINGLY PERMITTING TO BE DRIVEN UNINSURED VEHICLE,LITTLE FALLS @ ARLINGTON RD,38.97428,-77.10136,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,FORD,FUSION,BLUE,Citation,17-107,Transportation Article,No,WHITE,M,INDIAN HEAD,MD,OH,A - Marked Patrol,"(38.97428, -77.10136)"
10/29/2015,17:12:00,MCP,"5th district, Germantown",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,MIDDLEBROOK/OBSERVATION,39.17802,-77.2424733333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYT,SU,BLUE,Citation,13-411(f),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.17802, -77.2424733333333)"
01/17/2016,07:06:00,MCP,"3rd district, Silver Spring",IMPROPER PASSING OF OVERTAKEN VEHICLE,8200 BLOCK OF PINEY BRANCH ROAD,38.9914083333333,-77.0101833333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,TOYT,RAV4,SILVER,Citation,21-303(b),Transportation Article,No,BLACK,F,LANHAM,MD,MD,A - Marked Patrol,"(38.9914083333333, -77.0101833333333)"
03/11/2016,00:31:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,AUBURN AVE / OLD GEORGETOWN RD,38.98233,-77.0945233333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYOTA,HIGHLANDER,BLUE,Citation,21-902(b1),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(38.98233, -77.0945233333333)"
07/27/2015,05:43:00,MCP,"4th district, Wheaton",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,ARCOLA AVE AND UNIVERSITY BLVD W,39.0143316666667,-77.03412,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,INFINITI,TRK,SILVER,Citation,21-401,Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0143316666667, -77.03412)"
08/08/2015,23:03:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,CONTOUR/HORIZON RUN,39.155915,-77.1980433333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,HONDA,VAN,GRAY,Citation,16-112(c),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.155915, -77.1980433333333)"
09/18/2015,01:03:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,DIAMONDBACK DR @ SAM EIG HWY,39.1120166666667,-77.2102533333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,TOYT,4S,BLACK,Citation,21-201(a1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1120166666667, -77.2102533333333)"
11/19/2015,02:12:00,MCP,"3rd district, Silver Spring",DISPLAY SUSPENDED LIC.,PROSPERITY DR / TECH RD,39.0577666666667,-76.9679433333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HYUN,2S,RED,Citation,16-301(e),Transportation Article,No,BLACK,M,BROOKLYN,MD,MD,A - Marked Patrol,"(39.0577666666667, -76.9679433333333)"
12/18/2015,16:32:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD / GEORGIA  AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HYUNDAI,SONATA,SILVER,Citation,21-201(a1),Transportation Article,No,BLACK,M,GREENBELT,MD,MD,A - Marked Patrol,
06/28/2015,22:53:00,MCP,"4th district, Wheaton",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,NB GEORGIA AVE/PLYERS MILL RD,38.99747,-77.1097783333333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2013,KAW,MOTORCYCLE,BLACK,Citation,21-310(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.99747, -77.1097783333333)"
11/02/2015,21:48:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,RANDOLPH RD @ VEIRS MILL RD,39.1097233333333,-77.210095,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEV,4S,WHITE,Citation,16-112(c),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1097233333333, -77.210095)"
08/07/2015,17:03:00,MCP,"4th district, Wheaton",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,RANDOLPH RD @ DENLEY RD,39.0607883333333,-77.06117,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,1990,HONDA,CIVIC,WHITE,Citation,16-101(a),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0607883333333, -77.06117)"
08/17/2015,11:58:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,GEORGIA AVE/ URBANA DR,39.06119,-77.0532316666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYOTA,TK,BLACK,Citation,16-112(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.06119, -77.0532316666667)"
01/18/2016,12:38:00,MCP,"3rd district, Silver Spring",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,CHERRY HILL ROAD/CALVERTON BLVD,39.055695,-76.9559033333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,JAGUAR,3.0,GRAY,Citation,16-105(b1),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.055695, -76.9559033333333)"
12/02/2015,01:14:00,MCP,"2nd district, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,WAYNE AVE/ DALE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TOYOTA,CAMRY,RED,Citation,16-112(c),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,
09/19/2015,16:16:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO YIELD RIGHT OF WAY ENTERING HWY. FROM PRIVATE ROAD,8621 16TH ST. SILVER SPRING MD 20902,38.9980033333333,-77.0383783333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,2004,MITSUBISHI,WHITE,Citation,21-404(b),Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,US,A - Marked Patrol,"(38.9980033333333, -77.0383783333333)"
09/03/2015,21:46:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",GEORGIA AVE @ FENTON ST,38.9981066666667,-77.0269683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,BMW,4S,"GREEN, DK",Citation,16-303(h),Transportation Article,No,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(38.9981066666667, -77.0269683333333)"
12/20/2015,08:00:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,COLESVILLE RD @ EAST WEST HWY,38.9870766666667,-77.0303766666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,ACCORD,BLUE,Citation,13-411(f),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9870766666667, -77.0303766666667)"
02/07/2016,13:38:00,MCP,"4th district, Wheaton",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,RANDOLPH ROAD @ LOCKSLEY LANE,39.0747433333333,-77.005345,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2008,CADILLAC,ESCALADE,GOLD,Citation,21-1124.2(d2),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0747433333333, -77.005345)"
08/18/2015,14:09:00,MCP,"4th district, Wheaton",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,NORBECK ROAD/ BAILEYS LANE,39.1125483333333,-77.06613,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,DODGE,TK,"BLUE, LIGHT",Citation,21-405(e1),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,"(39.1125483333333, -77.06613)"
11/10/2015,23:23:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,10506 NEW HAMPSHIRE AVENUE,39.02728,-76.9822666666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,SAAB,4S,"BLUE, DARK",Citation,22-204(f),Transportation Article,No,WHITE,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.02728, -76.9822666666667)"
11/27/2015,21:39:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,GERMANTOWN RD @ CLOPPER RD,39.1609283333333,-77.283615,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEV,4S,GRAY,Citation,13-410(e2),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1609283333333, -77.283615)"
08/26/2015,02:09:00,MCP,"5th district, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RIDGE RD/OBSERVATION DR,39.1848583333333,-77.26285,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BMW,2S,BLACK,Citation,21-201(a1),Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.1848583333333, -77.26285)"
12/16/2015,08:50:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,CONNECTICUT AVE @ EVERTON ST,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,4S,BLACK,Citation,21-707(a),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,
12/20/2015,14:15:00,MCP,"4th district, Wheaton","FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED VEH., PROPERTY",11303 AMHERST AVE,39.0421616666667,-77.04793,No,No,No,No,No,No,No,No,No,No,US,28 - Other,2015,UNKNOWN,UNKNOWN,WHITE,Citation,20-103(a),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.0421616666667, -77.04793)"
09/15/2015,10:16:00,MCP,"3rd district, Silver Spring",FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH.DAMAGE,495 / UNIVERSITY BLVD E,39.04619,-76.837895,No,No,No,Yes,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,CHEV,TAHOE,RED,Citation,20-103(b),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.04619, -76.837895)"
07/11/2015,05:42:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,11323 SCHUYLKILL RD,39.0835466666667,-77.1522816666667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CIVIC,BLACK,Citation,21-309(d),Transportation Article,Yes,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0835466666667, -77.1522816666667)"
